title,year,certificate,rating,description,director,writer,stars,actors,genres
The Fog,1980,1980,6.8,An unearthly fog rolls into a small coastal town exactly 100 years after a ship mysteriously sank in its waters.,Awards,,Stars,Adrienne Barbeau,John Carpenter
Gone in Sixty Seconds,2000,2000,6.5,A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.,Awards,Learn more about contributing,Stars,Nicolas Cage,Dominic Sena
A Sound of Thunder,2005,2005,4.2,"A single mistake in the past, by a time travel company in the future, has devastating and unforeseen consequences.",Awards,Writers,Stars,Edward Burns,Peter Hyams
Halloween II,1981,1981,6.5,"While Dr. Loomis hunts for Michael Myers, a traumatized Laurie is rushed to Haddonfield Memorial Hospital, and The Shape is not far behind her.",Awards,,Stars,Jamie Lee Curtis,Rick Rosenthal
Gold,2016,2016,6.7,"Kenny Wells, a prospector desperate for a lucky break, teams up with a similarly eager geologist and sets off on a journey to find gold in the uncharted jungle of Indonesia.",Awards,Learn more about contributing,Stars,Matthew McConaughey,Stephen Gaghan
The Space Between Us,2017,2017,6.4,"The first human born on Mars travels to Earth for the first time, experiencing the wonders of the planet through fresh eyes. He embarks on an adventure with a street-smart girl to discover how he came to be.",Awards,Learn more about contributing,Stars,Gary Oldman,Peter Chelsom
Driven,2001,2001,4.6,A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.,Awards,Learn more about contributing,Stars,Sylvester Stallone,Renny Harlin
Buddy,1997,1997,4.8,"A depiction of the true life story of Gertrude Lintz, an eccentric 1920's socialite who tries to raise a gorilla, like many chimps before him, as part of her family.",Trivia,Learn more about contributing,Stars,Rene Russo,Caroline Thompson
Planet of the Apes,2001,2001,5.7,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans.",Nominated for 2 BAFTA Awards,Writers,Stars,Mark Wahlberg,Tim Burton
Batman & Robin,1997,1997,3.7,Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,Awards,,Stars,Arnold Schwarzenegger,Joel Schumacher
Midnight in the Garden of Good and Evil,1997,1997,6.6,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",Awards,Learn more about contributing,Stars,John Cusack,Clint Eastwood
Flashdance,1983,1983,6.2,A Pittsburgh woman with two jobs as a welder and an exotic dancer wants to get into ballet school.,Won 1 Oscar,Learn more about contributing,Stars,Jennifer Beals,Adrian Lyne
Dirigible,1931,1931,6.3,Jack Bradon is tasked to reach the South Pole with a dirigible.,Trivia,Learn more about contributing,Stars,Jack Holt,Frank Capra
Zeus and Roxanne,1997,1997,5.2,A touching friendship story between a dog and a dolphin.,Trivia,Learn more about contributing,Stars,Steve Guttenberg,George Miller
Yat goh ho yan,1997,1997,6.2,"A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry, and is now being chased by gangs who are trying to get the video tape.",Awards,Learn more about contributing,Stars,Jackie Chan,Sammo Kam-Bo Hung
Amistad,1997,1997,7.3,"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.",Nominated for 4 Oscars,Learn more about contributing,Stars,Djimon Hounsou,Steven Spielberg
I Am Sam,2001,2001,7.6,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,Nominated for 1 Oscar,Learn more about contributing,Stars,Sean Penn,Jessie Nelson
G.I. Jane,1997,1997,6.0,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,Awards,,Stars,Demi Moore,Ridley Scott
Losin' It,1982,1982,4.9,"Set in 1965, four rowdy teenage guys travel to Tijuana, Mexico for a night of partying when they are joined by a heartbroken housewife who is in town seeking a quick divorce.",Trivia,Learn more about contributing,Stars,Tom Cruise,Curtis Hanson
Absolute Power,1997,1997,6.7,Career thief Luther Whitney (Clint Eastwood) witnesses a horrific crime involving U.S. President Alan Richmond (Gene Hackman).,Awards,Learn more about contributing,Stars,Clint Eastwood,Clint Eastwood
The Glass Castle,2017,2017,7.1,A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.,Awards,Learn more about contributing,Stars,Brie Larson,Destin Daniel Cretton
Jigsaw,2017,2017,5.7,"Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.",Trivia,Learn more about contributing,Stars,Matt Passmore,Michael Spierig
Pitch Perfect 3,2017,2017,5.8,"Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.",Awards,Learn more about contributing,Stars,Anna Kendrick,Trish Sie
Pirates of the Caribbean: Dead Men Tell No Tales,2017,2017,6.5,Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.,Awards,Writers,Stars,Johnny Depp,Joachim Rønning
Song to Song,2017,2017,5.6,"Two intersecting love triangles. Obsession and betrayal set against the music scene in Austin, Texas.",Awards,Learn more about contributing,Stars,Ryan Gosling,Terrence Malick
Domestic Disturbance,2001,2001,5.6,"When Danny witnesses his stepfather Rick murder a man, Danny's father Frank has to protect his son from the greatest danger.",Awards,Learn more about contributing,Stars,John Travolta,Harold Becker
The Bye Bye Man,2017,2017,4.3,Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,Trivia,Learn more about contributing,Stars,Douglas Smith,Stacy Title
Sleepless,2017,2017,5.6,A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.,Awards,Writers,Stars,Jamie Foxx,Baran bo Odar
Daddy's Home 2,2017,2017,6.0,"Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays.",Awards,Learn more about contributing,Stars,Will Ferrell,Sean Anders
The Pope Must Die,1991,1991,5.0,"A less-than-qualified and far-from-perfect priest is mistakenly named the new pope. As the pontiff, he must deal with Vatican corruption, the Mob and the reappearance of his old lover.",Awards,Learn more about contributing,Stars,Robbie Coltrane,Peter Richardson
Cimarron,1931,1931,5.8,A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century.,Won 3 Oscars,Learn more about contributing,Stars,Richard Dix,Wesley Ruggles
The Boss Baby,2017,2017,6.3,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",Nominated for 1 Oscar,Learn more about contributing,Stars,Alec Baldwin,Tom McGrath
War Machine,2017,2017,6.0,"An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan.",Awards,Learn more about contributing,Stars,Brad Pitt,David Michôd
Dying Young,1991,1991,6.0,A nurse falls in love with a terminally ill man.,Awards,Learn more about contributing,Stars,Julia Roberts,Joel Schumacher
Wise Guys,1986,1986,5.6,"Harry Valentini and Moe Dickstein are both errand boys for the Mob. When they lose two hundred fifty thousand dollars, they are set up to kill each other. But they run off to Atlantic City, and comedy follows.",Trivia,Learn more about contributing,Stars,Danny DeVito,Brian De Palma
American Assassin,2017,2017,6.2,"After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley.",Awards,Writers,Stars,Dylan O'Brien,Michael Cuesta
The Promise,2016,2016,6.0,"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.",Awards,Learn more about contributing,Stars,Oscar Isaac,Terry George
Wonder,2017,2017,7.9,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",Nominated for 1 Oscar,Writers,Stars,Jacob Tremblay,Stephen Chbosky
Other People's Money,1991,1991,6.2,A corporate raider buys up shares in an undervalued company and falls in love with the founder's son's lawyer/step daughter. Let the battle begin.,Trivia,Learn more about contributing,Stars,Danny DeVito,Norman Jewison
Hidden Agenda,1999,1999,4.5,"A young medical student travels to Berlin to investigate the apparent death of his brother and discovers a secret life of espionage, betrayal and murder at the highest levels.",Trivia,Learn more about contributing,Stars,Kevin Dillon,Iain Paterson
Jumpin' Jack Flash,1986,1986,5.9,An American computer wiz who works at a New York bank is suddenly thrust into the world of international espionage after she inadvertently receives a coded message from a British spy.,Awards,Writers,Stars,Whoopi Goldberg,Penny Marshall
Nothing But Trouble,1991,1991,5.0,A businessman and his friends are captured by a sadistic judge and his equally odd family in a bizarre mansion in the backwoods.,Awards,Learn more about contributing,Stars,Chevy Chase,Dan Aykroyd
CHIPS,2017,2017,6.0,An inexperienced rookie is teamed up with a hardened pro at the California Highway Patrol in Los Angeles; the newbie officer soon learns his partner is really an undercover Fed investigating a heist which may involve some crooked cops.,Awards,Learn more about contributing,Stars,Michael Peña,Dax Shepard
Pirates,1986,1986,6.0,The adventures of pirate Captain Red and his first mate Frog.,Nominated for 1 Oscar,Learn more about contributing,Stars,Walter Matthau,Roman Polanski
Olympus Has Fallen,2013,2013,6.5,Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.,Awards,Learn more about contributing,Stars,Gerard Butler,Antoine Fuqua
Joan of Arc,1999,1999,6.4,A young girl receives a vision that drives her to rid France of its oppressors.,Awards,Learn more about contributing,Stars,Milla Jovovich,Luc Besson
